term,tag,value
извратить,NGTV,-1.0
извратиться,NGTV,-0.74
извращать,NGTV,-1.0
извращаться,NGTV,-1.0
извращенец,NGTV,-1.0
извращение,NGTV,-1.0
извращённость,NGTV,-1.0
изгадить,NGTV,-1.0
изгаляться,NGTV,-0.86
изгиб,NEUT,0.0
изгибание,NEUT,0.0
изгибать,NEUT,0.0
изгибаться,NEUT,-0.01
изгладить,NEUT,0.52
изгладиться,NEUT,0.39
изгнание,NGTV,-1.0
изгнанник,NGTV,-0.97
изгнанница,NGTV,-1.0
изгнанничество,NGTV,-1.0
изгнать,NGTV,-1.0
изгнить,NGTV,-0.94
изгой,NGTV,-1.0
изгойство,NGTV,-1.0
изголовье,NEUT,0.0
изголодаться,NGTV,-0.91
изгонять,NGTV,-0.85
изгородь,NEUT,0.05
изготавливать,NEUT,0.54
изготавливаться,NEUT,0.46
изготовитель,NEUT,0.36
изготовить,NEUT,0.46
изготовиться,NEUT,0.19
изготовка,NEUT,0.2
изготовление,NEUT,0.4
изготовлять,PSTV,0.56
изготовляться,NEUT,0.39
изгрызть,NGTV,-0.59
изгрязнить,NGTV,-1.0
издавать,NEUT,0.19
издавна,NEUT,0.0
издалека,NEUT,0.0
издалеча,NEUT,0.04
издалече,NEUT,0.04
издание,NEUT,0.32
издатель,NEUT,0.42
издательница,NEUT,0.51
издательский,NEUT,0.0
издательство,NEUT,0.26
издать,NEUT,0.28
издевательски,NGTV,-1.0
издевательский,NGTV,-1.0
издевательство,NGTV,-1.0
издеваться,NGTV,-1.0
изделие,NEUT,0.32
издержать,NGTV,-0.4
издержка,NGTV,-0.57
издохнуть,NGTV,-0.96
издревле,NEUT,0.09
издыхание,NGTV,-0.69
издыхать,NGTV,-0.92
издёвка,NGTV,-1.0
издёргаться,NGTV,-0.84
изжарить,NGTV,-0.42
изжариться,NGTV,-0.94
изжевать,NGTV,-0.48
изживать,NGTV,-0.7
изживаться,NGTV,-0.92
изжить,NGTV,-0.68
изжога,NGTV,-1.0
излагать,NEUT,0.29
излазить,NEUT,-0.05
изламываться,NGTV,-0.62
излечение,PSTV,1.0
излечивание,PSTV,0.97
излечивать,PSTV,1.0
излечиваться,PSTV,1.0
излечимый,PSTV,1.0
излечить,PSTV,1.0
излечиться,PSTV,1.0
изливать,NEUT,0.0
изливаться,NEUT,-0.11
излить,NEUT,0.01
излиться,NEUT,-0.06
излишек,NEUT,-0.27
излишество,NGTV,-0.86
излишний,NGTV,-0.61
излияние,NEUT,-0.2
изловить,NEUT,0.06
изловчиться,NEUT,0.54
изложение,NEUT,0.0
изложить,NEUT,0.18
излом,NGTV,-0.48
изломанность,NGTV,-0.49
изломать,NGTV,-0.91
изломаться,NGTV,-0.59
излучатель,NEUT,0.0
излучать,NEUT,0.13
излучаться,NEUT,0.37
излучение,NEUT,-0.31
излучина,NEUT,0.06
излучить,NEUT,0.37
измазать,NGTV,-0.63
измазаться,NGTV,-0.74
измарать,NGTV,-0.93
изматывание,NGTV,-1.0
изматывать,NGTV,-0.93
изматываться,NGTV,-1.0
измаяться,NGTV,-0.84
измельчание,NGTV,-0.35
измельчать,NEUT,0.0
измельчаться,NEUT,-0.24
измельчение,NEUT,0.0
измельчитель,NEUT,0.0
измельчить,NEUT,0.04
измена,NGTV,-1.0
изменение,NEUT,0.0
изменить,NEUT,0.0
измениться,NEUT,0.23
изменник,NGTV,-1.0
изменница,NGTV,-0.99
изменнический,NGTV,-0.73
изменчивость,NEUT,0.0
изменчивый,NEUT,-0.24
изменщик,NGTV,-1.0
изменщица,NGTV,-1.0
изменяемость,NEUT,0.09
изменять,NEUT,-0.17
изменяться,NEUT,0.14
измерение,NEUT,0.09
измеримый,NEUT,0.24
измеритель,NEUT,0.0
измерительный,NEUT,0.18
измерить,NEUT,0.1
измерять,NEUT,0.15
измеряться,NEUT,0.05
измождение,NGTV,-1.0
измождённость,NGTV,-1.0
измождённый,NGTV,-1.0
измолотить,NEUT,-0.28
измор,NGTV,-1.0
измориться,NGTV,-1.0
изморось,NEUT,-0.25
измотанность,NGTV,-0.89
измотать,NGTV,-1.0
измотаться,NGTV,-0.89
измучивать,NGTV,-1.0
измучить,NGTV,-1.0
измучиться,NGTV,-1.0
измывательский,NGTV,-1.0
измывательство,NGTV,-1.0
измываться,NGTV,-1.0
измыслить,NEUT,0.33
измышление,NEUT,0.2
измышлять,NEUT,0.26
измять,NGTV,-0.52
измяться,NGTV,-0.68
изнанка,NEUT,-0.19
изнаночный,NEUT,-0.1
изначальный,NEUT,0.06
изнашивание,NGTV,-0.79
изнашивать,NGTV,-0.52
изнашиваться,NGTV,-0.81
изнеженно,NGTV,-0.39
изнеженность,NGTV,-0.69
изнемогать,NGTV,-1.0
изнеможение,NGTV,-1.0
изнеможённый,NGTV,-0.98
изнемочь,NGTV,-1.0
изнервничаться,NGTV,-0.93
изнизу,NEUT,0.07
изничтожать,NGTV,-1.0
изничтожаться,NGTV,-1.0
изничтожение,NGTV,-1.0
изничтожить,NGTV,-1.0
изничтожиться,NGTV,-0.86
износ,NGTV,-0.68
износить,NGTV,-0.69
износиться,NGTV,-0.91
износостойкость,PSTV,0.67
изношенность,NGTV,-0.96
изнурение,NGTV,-1.0
изнурительность,NGTV,-0.9
изнурительный,NGTV,-0.99
изнурить,NGTV,-1.0
изнуриться,NGTV,-0.79
изнурять,NGTV,-0.94
изнуряюще,NGTV,-0.98
изнурённость,NGTV,-0.92
изнывать,NGTV,-1.0
изныть,NGTV,-0.9
изобилие,PSTV,0.79
изобиловать,PSTV,0.9
изобильный,PSTV,1.0
изобличать,NGTV,-0.39
изображать,NEUT,0.0
изображаться,NEUT,0.0
изображение,NEUT,0.03
изобразитель,NEUT,0.48
изобразительность,PSTV,0.69
изобразительный,NEUT,0.5
изобразить,PSTV,0.57
изобразиться,NEUT,0.08
изобрести,PSTV,0.71
изобретатель,PSTV,0.7
изобретательница,PSTV,0.77
изобретательность,PSTV,0.92
изобретательный,PSTV,1.0
изобретательский,PSTV,0.69
изобретательство,PSTV,0.86
изобретать,PSTV,0.78
изобретение,PSTV,0.67
изовраться,NGTV,-1.0
изогнутость,NEUT,0.0
изогнуть,NEUT,0.0
изогнуться,NEUT,0.0
изодрать,NGTV,-1.0
изойти,NGTV,-0.45
изолгаться,NGTV,-0.82
изолента,NEUT,0.17
изолирование,NEUT,-0.24
изолированность,NGTV,-0.69
изолировать,NGTV,-0.59
изолироваться,NEUT,-0.33
изолятор,NGTV,-0.53
изоляционизм,NEUT,-0.31
изоляционный,NEUT,-0.11
изоляция,NGTV,-0.48
изорвать,NGTV,-0.92
изостудия,NEUT,0.31
изощрение,NEUT,-0.32
изощрять,NGTV,-0.49
изощряться,NGTV,-0.48
изощрённость,NEUT,0.34
изощрённый,NEUT,-0.27
израильтянин,NEUT,0.0
израильтянка,NEUT,0.0
изранить,NGTV,-1.0
израсходование,NGTV,-0.55
израсходовать,NGTV,-0.55
израсходоваться,NGTV,-0.83
изредка,NEUT,0.0
изрезать,NGTV,-0.65
изрезаться,NGTV,-0.8
изрекать,NEUT,0.16
изречение,NEUT,0.0
изречь,NEUT,0.05
изрешетить,NGTV,-0.63
изрисовать,NEUT,-0.31
изрубить,NGTV,-0.62
изругать,NGTV,-1.0
изрыгать,NGTV,-0.73
изрыгнуть,NGTV,-1.0
изрыть,NEUT,-0.01
изрядный,NEUT,0.31
изувечивать,NGTV,-1.0
изувечить,NGTV,-0.92
изукрасить,NEUT,0.32
изукрашивать,NEUT,0.44
изумительный,PSTV,1.0
изумить,PSTV,0.94
изумиться,PSTV,0.59
изумление,PSTV,0.69
изумлять,PSTV,0.87
изумляться,PSTV,0.94
изумруд,NEUT,0.47
изумрудик,PSTV,0.62
изумрудный,PSTV,0.57
изуродовать,NGTV,-1.0
изучать,PSTV,0.73
изучающе,NEUT,0.53
изучение,PSTV,0.8
изученность,PSTV,0.71
изучить,PSTV,0.71
изъездить,NEUT,-0.11
изъесть,NGTV,-0.48
изъявить,NEUT,0.14
изъявление,NEUT,0.04
изъявлять,NEUT,0.17
изъязвление,NGTV,-0.35
изъян,NGTV,-1.0
изъяснение,NEUT,0.27
изъяснить,NEUT,0.47
изъясниться,NEUT,0.05
изъяснять,NEUT,0.34
изъясняться,NEUT,0.0
изъятие,NGTV,-0.71
изъять,NGTV,-0.6
изымание,NGTV,-0.89
изымать,NGTV,-0.83
изыск,PSTV,0.77
изысканность,PSTV,1.0
изыскатель,NEUT,0.38
изыскательский,NEUT,0.5
изыскать,NEUT,0.33
изыскивать,NEUT,0.0
изюм,NEUT,0.43
изюмина,PSTV,0.67
изюминка,PSTV,0.95
изящество,PSTV,1.0
изящность,PSTV,0.94
изящный,PSTV,1.0
икание,NEUT,-0.29
икать,NEUT,0.21
икаться,NGTV,-0.47
икнуть,NEUT,-0.02
икона,NEUT,0.45
иконка,NEUT,0.34
иконный,NEUT,0.44
иконография,NEUT,0.43
иконописание,PSTV,0.57
иконописец,NEUT,0.43
иконописный,NEUT,0.33
иконопись,NEUT,0.0
икорка,PSTV,0.55
икота,NGTV,-0.54
икра,NEUT,0.37
икринка,NEUT,0.52
икроножный,NEUT,0.0
икс,NEUT,0.0
ил,NEUT,0.07
илистый,NEUT,-0.08
иллюзионизм,NEUT,0.22
иллюзионист,NEUT,0.15
иллюзионистка,NEUT,0.24
иллюзия,NEUT,-0.21
иллюзорность,NEUT,-0.26
иллюзорный,NEUT,0.22
иллюминатор,NEUT,0.03
иллюстративность,NEUT,0.37
иллюстративный,NEUT,0.02
иллюстратор,NEUT,0.1
иллюстрация,NEUT,0.1
иллюстрирование,NEUT,0.38
иллюстрировать,NEUT,0.07
иловый,NEUT,0.0
имбецил,NGTV,-1.0
имбирный,NEUT,0.24
имбирь,NEUT,0.23
имейл,NEUT,0.0
имение,NEUT,0.49
именинник,PSTV,0.9
именинница,PSTV,0.8
именинный,PSTV,0.73
именины,PSTV,0.93
именительный,NEUT,0.0
именитость,PSTV,0.65
именитый,PSTV,0.83
именной,NEUT,0.31
именование,NEUT,0.26
именовать,NEUT,0.04
именоваться,NEUT,0.0
иметь,NEUT,0.32
иметься,NEUT,0.32
имечко,NEUT,0.39
имидж,NEUT,0.44
имиджмейкер,NEUT,0.28
имитатор,NEUT,0.04
имитационный,NEUT,0.0
имитация,NEUT,0.0
имитирование,NEUT,0.0
имитировать,NEUT,0.0
иммигрант,NEUT,0.0
иммигрантка,NEUT,-0.02
иммиграционный,NEUT,0.0
иммиграция,NEUT,-0.14
иммигрировать,NEUT,0.08
иммобилизация,NEUT,0.1
иммунитет,PSTV,0.9
иммунный,NEUT,0.46
иммунодефицит,NGTV,-0.88
иммунология,NEUT,0.33
иммунопатология,NGTV,-0.8
император,NEUT,0.31
императорский,NEUT,0.3
императрица,NEUT,0.43
империализм,NGTV,-0.38
империалистический,NEUT,0.11
империалистский,NEUT,-0.27
империя,NEUT,0.45
имперский,NEUT,0.35
имплант,NEUT,0.24
имплантат,NEUT,0.0
имплантация,NEUT,0.23
импонировать,PSTV,1.0
импорт,NEUT,0.0
импортировать,NEUT,0.23
импортный,NEUT,0.26
импортозамещение,NEUT,0.01
импортёр,NEUT,0.16
импотентность,NGTV,-1.0
импровизатор,NEUT,0.4
импровизация,NEUT,0.51
импровизированный,NEUT,0.17
импровизировать,PSTV,0.57
импульс,NEUT,0.26
импульсивность,NGTV,-0.59
импульсивный,NEUT,-0.32
импульсный,NEUT,-0.23
имущественный,NEUT,0.0
имущество,NEUT,0.47
имущий,NEUT,0.34
имя,NEUT,0.25
инакомыслие,NEUT,0.0
инвалид,NGTV,-0.45
инвалидка,NGTV,-0.67
инвалидность,NGTV,-0.7
инвалидный,NGTV,-0.59
инвентарный,NEUT,0.07
инвентарь,NEUT,0.01
инверсионный,NEUT,0.0
инверсия,NEUT,0.0
инвестирование,NEUT,0.44
инвестировать,NEUT,0.44
инвестиционный,NEUT,0.36
инвестиция,NEUT,0.52
инвестор,NEUT,0.34
ингалятор,NEUT,0.26
ингаляционный,NEUT,0.16
ингаляция,NEUT,0.37
инглиш,NEUT,0.23
ингредиент,NEUT,0.14
индеец,NEUT,0.3
индейка,NEUT,0.05
индейский,NEUT,0.0
индекс,NEUT,0.0
индексный,NEUT,0.06
индианка,NEUT,0.0
индивид,NEUT,0.23
индивидуализация,NEUT,0.49
индивидуализировать,NEUT,0.36
индивидуализм,PSTV,0.78
индивидуалист,NEUT,0.21
индивидуалистический,NEUT,0.32
индивидуальность,PSTV,0.8
индивидуальный,PSTV,0.59
индивидуум,NEUT,0.0
индиго,NEUT,0.1
индиец,NEUT,0.03
индикатор,NEUT,0.2
индикаторный,NEUT,0.0
индифферентность,NEUT,0.1
индоевропеец,NEUT,0.0
индоевропейский,NEUT,0.0
индоевропейцы,NEUT,0.0
индокитайский,NEUT,0.0
индонезийский,NEUT,0.01
индуктивность,NEUT,0.24
индус,NEUT,0.0
индусский,NEUT,-0.06
индустриализация,PSTV,0.68
индустриализироваться,PSTV,0.69
индустриальный,NEUT,0.39
индустрия,NEUT,0.2
индюк,NEUT,-0.06
индюшатина,NEUT,0.15
индюшачий,NEUT,-0.07
индюшка,NEUT,0.29
иней,NEUT,0.17
инертность,NEUT,-0.1
инертный,NEUT,0.21
инерционный,NEUT,0.0
инерция,NEUT,0.09
инет,NEUT,0.18
инженер,NEUT,0.34
инженерия,NEUT,0.37
инженерно-физический,NEUT,0.18
инженерный,NEUT,0.0
инженерский,NEUT,0.21
инжиниринг,NEUT,0.28
инжир,NEUT,0.26
инжирный,NEUT,0.08
инициал,NEUT,0.0
инициатива,PSTV,0.79
инициативность,PSTV,1.0
инициативный,PSTV,0.81
инициатор,NEUT,0.42
инициация,NEUT,0.22
инициирование,NEUT,0.24
инкассатор,NEUT,0.18
инквизитор,NGTV,-0.84
инквизиторский,NGTV,-1.0
инквизиционный,NGTV,-0.69
инквизиция,NGTV,-0.94
инкогнито,NEUT,0.0
инкрустация,NEUT,0.35
инкубатор,NEUT,0.12
инкубационный,NEUT,0.0
инкубация,NEUT,0.24
инновационность,PSTV,0.81
инновационный,PSTV,0.83
инновация,PSTV,1.0
иноверец,NEUT,-0.23
иноверцы,NEUT,-0.16
иногда,NEUT,0.0
иноземец,NEUT,0.0
иноземка,NEUT,-0.06
иноземный,NEUT,0.01
иномарка,NEUT,0.29
инопланетянин,NEUT,0.0
инопланетянка,NEUT,0.0
иноплеменник,NEUT,-0.04
иноплеменный,NEUT,0.0
инородец,NEUT,-0.3
инородность,NEUT,-0.27
инородный,NGTV,-0.37
инородцы,NEUT,-0.33
иносказание,NEUT,0.0
иносказательность,NEUT,0.0
иносказательный,NEUT,0.07
иностранец,NEUT,0.0
иностранка,NEUT,0.0
иностранный,NEUT,0.0
иностранщина,NGTV,-0.59
иноходец,NEUT,0.14
иноязычный,NEUT,0.0
инсайдер,NEUT,-0.18
инспектирование,NEUT,0.15
инспектировать,NEUT,0.34
инспектор,NEUT,0.27
инспекторский,NEUT,0.06
инспекторша,NEUT,-0.21
инспекционный,NEUT,0.01
инспекция,NEUT,-0.13
инстаграм,NEUT,0.26
инсталляция,NEUT,0.0
инстанция,NEUT,0.09
инстинкт,NEUT,0.06
инстинктивность,NEUT,0.37
инстинктивный,NEUT,0.07
институт,NEUT,0.47
институтский,NEUT,0.2
инструктаж,NEUT,0.43
инструктирование,NEUT,0.41
инструктировать,NEUT,0.35
